"","TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","first","correct_first","group_num","group"
"1465",24,304.11,304.13,4,"The mirror was read by a car.","nonsense",5.7921500206,1,"2_027","2","passive_ns",1,1,1,"A_first"
"1466",25,314.89,314.9,1,"The worker built the barn.","sense",3.42829298973,1,"2_027","2","active_s",1,1,1,"A_first"
"1467",26,325.02,325.03,3,"A worm was dropped by the bird.","sense",5.07524299622,1,"2_027","2","passive_s",1,1,1,"A_first"
"1468",27,339.56,339.57,2,"The broom grabbed the queen.","nonsense",3.3850069046,1,"2_027","2","active_ns",1,1,1,"A_first"
"1469",28,350.98,350.99,1,"The lion roared at the meat.","nonsense",5.38103485107,0,"2_027","2","active_s",1,0,1,"A_first"
"1470",29,368.12,368.14,4,"A test was cooked by a bat.","nonsense",3.73930001259,1,"2_027","2","passive_ns",1,1,1,"A_first"
"1471",30,380.08,380.09,3,"The shot was given by a nurse.","nonsense",5.28173899651,0,"2_027","2","passive_s",1,0,1,"A_first"
"1472",30,380.08,380.09,3,"The shot was given by a nurse.","nonsense",6.87077188492,0,"2_027","2","passive_s",0,0,1,"A_first"
"1473",31,395.78,395.8,2,"A shirt chopped at the tray.","nonsense",4.21973586082,1,"2_027","2","active_ns",1,1,1,"A_first"
"1474",0,0,0.03,4,"A wolf was found by a fan.","nonsense",3.46925592422,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1475",1,10.89,10.91,2,"A chicken shopped at a movie.","nonsense",2.89744901657,1,"2_027","3","active_ns",1,1,1,"A_first"
"1476",2,21.08,21.09,3,"The book was read by a friend.","sense",2.93728995323,1,"2_027","3","passive_s",1,1,1,"A_first"
"1477",3,36.88,36.9,2,"The puppy scored a dress.","nonsense",2.64121603966,1,"2_027","3","active_ns",1,1,1,"A_first"
"1478",3,36.88,36.9,2,"The puppy scored a dress.","nonsense",7.23436188698,1,"2_027","3","active_ns",0,0,1,"A_first"
"1479",4,50.82,50.84,1,"A nurse helped a student.","sense",2.8246781826,1,"2_027","3","active_s",1,1,1,"A_first"
"1480",4,50.82,50.84,1,"A nurse helped a student.","sense",7.61762905121,1,"2_027","3","active_s",0,0,1,"A_first"
"1481",5,61.13,61.14,4,"The mouse was graded by a flag.","nonsense",3.98670387268,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1482",5,61.13,61.14,4,"The mouse was graded by a flag.","nonsense",7.13478088379,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1483",6,75.94,75.95,3,"Meat was eaten by a lion.","sense",3.19002199173,1,"2_027","3","passive_s",1,1,1,"A_first"
"1484",6,75.94,75.95,3,"Meat was eaten by a lion.","sense",5.13606977463,1,"2_027","3","passive_s",0,0,1,"A_first"
"1485",7,87.72,87.74,3,"The spoon was waved by a cook.","nonsense",3.82613182068,0,"2_027","3","passive_s",1,0,1,"A_first"
"1486",7,87.72,87.74,3,"The spoon was waved by a cook.","nonsense",5.20218992233,0,"2_027","3","passive_s",0,0,1,"A_first"
"1487",8,99.72,99.72,4,"A card was scared by a baby.","nonsense",3.67727398872,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1488",8,99.72,99.72,4,"A card was scared by a baby.","nonsense",7.09834003448,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1489",9,111.38,111.4,4,"The mat was raced by a fox.","nonsense",5.9832201004,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1490",10,122.22,122.23,1,"A tree was planted in dirt.","sense",3.13663697243,1,"2_027","3","active_s",1,1,1,"A_first"
"1491",10,122.22,122.23,1,"A tree was planted in dirt.","sense",4.41565299034,1,"2_027","3","active_s",0,0,1,"A_first"
"1492",11,134.13,134.14,2,"The soup hired a cowboy.","nonsense",3.56409716606,1,"2_027","3","active_ns",1,1,1,"A_first"
"1493",12,146.54,146.54,2,"The store cooked on the grass.","nonsense",3.59934401512,1,"2_027","3","active_ns",1,1,1,"A_first"
"1494",12,146.54,146.54,2,"The store cooked on the grass.","nonsense",4.74650502205,1,"2_027","3","active_ns",0,0,1,"A_first"
"1495",13,158.49,158.5,3,"A joke was told by the queen.","nonsense",5.29480600357,0,"2_027","3","passive_s",1,0,1,"A_first"
"1496",14,169.83,169.85,1,"The bear tasted the apple.","nonsense",4.20947694778,0,"2_027","3","active_s",1,0,1,"A_first"
"1497",15,179.98,179.99,1,"The child peeled the banana.","nonsense",4.70926117897,0,"2_027","3","active_s",1,0,1,"A_first"
"1498",16,190.27,190.28,2,"The fork called to a sister.","nonsense",2.78498792648,1,"2_027","3","active_ns",1,1,1,"A_first"
"1499",17,200.64,200.65,3,"Pie was made by a cousin.","sense",2.82026100159,1,"2_027","3","passive_s",1,1,1,"A_first"
"1500",17,200.64,200.65,3,"Pie was made by a cousin.","sense",4.46942210197,1,"2_027","3","passive_s",0,0,1,"A_first"
"1501",18,215.75,215.76,1,"A family baked some bread.","sense",2.78444004059,1,"2_027","3","active_s",1,1,1,"A_first"
"1502",18,215.75,215.76,1,"A family baked some bread.","sense",5.9078040123,1,"2_027","3","active_s",0,0,1,"A_first"
"1503",19,225.84,225.86,3,"The ring was owned by a dancer.","sense",4.01783585548,1,"2_027","3","passive_s",1,1,1,"A_first"
"1504",19,225.84,225.86,3,"The ring was owned by a dancer.","sense",6.02381896973,1,"2_027","3","passive_s",0,0,1,"A_first"
"1505",20,235.87,235.88,1,"A mom addressed the letter.","nonsense",6.31829404831,0,"2_027","3","active_s",1,0,1,"A_first"
"1506",21,247.77,247.79,2,"A candle sold the question.","nonsense",4.00989079475,1,"2_027","3","active_ns",1,1,1,"A_first"
"1507",22,257.97,257.99,3,"Clay was rolled by the artist.","nonsense",5.70283317566,0,"2_027","3","passive_s",1,0,1,"A_first"
"1508",22,257.97,257.99,3,"Clay was rolled by the artist.","nonsense",7.27786803246,0,"2_027","3","passive_s",0,0,1,"A_first"
"1509",23,268.09,268.11,3,"A fence was jumped by a horse.","nonsense",4.26921200752,0,"2_027","3","passive_s",1,0,1,"A_first"
"1510",24,280.16,280.17,1,"A driver honked at the walker.","sense",3.82972192764,1,"2_027","3","active_s",1,1,1,"A_first"
"1511",24,280.16,280.17,1,"A driver honked at the walker.","sense",5.4196639061,1,"2_027","3","active_s",0,0,1,"A_first"
"1512",25,296.87,296.89,4,"The woman was pulled by a nut.","nonsense",5.68048405647,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1513",25,296.87,296.89,4,"The woman was pulled by a nut.","nonsense",7.00974106789,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1514",26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",3.19983506203,1,"2_027","3","active_ns",1,1,1,"A_first"
"1515",26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",4.04794621468,1,"2_027","3","active_ns",0,0,1,"A_first"
"1516",26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",5.10302901268,1,"2_027","3","active_ns",0,0,1,"A_first"
"1517",27,330.61,330.62,4,"Iron was chased by the bee.","nonsense",3.51208806038,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1518",27,330.61,330.62,4,"Iron was chased by the bee.","nonsense",5.6511759758,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1519",28,343.48,343.49,1,"The aunt walked on the boat.","sense",4.62054300308,1,"2_027","3","active_s",1,1,1,"A_first"
"1520",28,343.48,343.49,1,"The aunt walked on the boat.","sense",7.12654900551,1,"2_027","3","active_s",0,0,1,"A_first"
"1521",29,360.32,360.33,4,"A ball was prepared by glass.","nonsense",3.95780706406,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1522",29,360.32,360.33,4,"A ball was prepared by glass.","nonsense",6.5248260498,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1523",30,370.6,370.62,2,"The money counted the singer.","sense",4.68159604073,0,"2_027","3","active_ns",1,0,1,"A_first"
"1524",30,370.6,370.62,2,"The money counted the singer.","sense",6.05349206924,0,"2_027","3","active_ns",0,0,1,"A_first"
"1525",31,381.02,381.02,4,"Sugar was moved by the sock.","nonsense",3.46931219101,1,"2_027","3","passive_ns",1,1,1,"A_first"
"1526",31,381.02,381.02,4,"Sugar was moved by the sock.","nonsense",5.09041810036,1,"2_027","3","passive_ns",0,0,1,"A_first"
"1527",0,0,0.03,2,"The money counted the singer.","nonsense",3.04929590225,1,"2_031","1","active_ns",1,1,1,"A_first"
"1528",1,10.72,10.74,3,"Clay was rolled by the artist.","nonsense",3.6735022068,0,"2_031","1","passive_s",1,0,1,"A_first"
"1529",2,21.39,21.41,4,"The mat was raced by a fox.","nonsense",4.40272808075,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1530",3,38.56,38.57,1,"The aunt walked on the boat.","nonsense",3.42113304138,0,"2_031","1","active_s",1,0,1,"A_first"
"1531",4,54.45,54.46,4,"A ball was prepared by glass.","nonsense",4.25878095627,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1532",5,64.83,64.84,1,"A driver honked at the walker.","sense",3.0205578804,1,"2_031","1","active_s",1,1,1,"A_first"
"1533",6,80.32,80.33,4,"Iron was chased by the bee.","nonsense",3.28725194931,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1534",7,90.96,90.97,2,"The rabbit bought the worker.","nonsense",3.84790205956,1,"2_031","1","active_ns",1,1,1,"A_first"
"1535",8,106.1,106.11,2,"A candle sold the question.","nonsense",2.42952108383,1,"2_031","1","active_ns",1,1,1,"A_first"
"1536",9,116.71,116.72,1,"A mom addressed the letter.","sense",4.82769918442,1,"2_031","1","active_s",1,1,1,"A_first"
"1537",10,131.58,131.59,1,"A family baked some bread.","sense",3.56739616394,1,"2_031","1","active_s",1,1,1,"A_first"
"1538",11,143.41,143.43,4,"The woman was pulled by a nut.","nonsense",4.2264790535,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1539",12,154.13,154.15,4,"Sugar was moved by the sock.","nonsense",2.50864601135,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1540",13,164.48,164.48,3,"The ring was owned by a dancer.","sense",3.09438204765,1,"2_031","1","passive_s",1,1,1,"A_first"
"1541",14,182.42,182.43,1,"The child peeled the banana.","sense",3.66618609428,1,"2_031","1","active_s",1,1,1,"A_first"
"1542",15,193.7,193.71,2,"The fork called to a sister.","nonsense",3.66355705261,1,"2_031","1","active_ns",1,1,1,"A_first"
"1543",16,206.11,206.12,4,"A card was scared by a baby.","nonsense",4.00377297401,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1544",17,223.68,223.69,3,"A fence was jumped by a horse.","nonsense",2.87746500969,0,"2_031","1","passive_s",1,0,1,"A_first"
"1545",18,234.74,234.75,3,"Pie was made by a cousin.","sense",3.24221301079,1,"2_031","1","passive_s",1,1,1,"A_first"
"1546",19,250.08,250.09,2,"The store cooked on the grass.","nonsense",2.96000695229,1,"2_031","1","active_ns",1,1,1,"A_first"
"1547",20,260.45,260.46,3,"The spoon was waved by a cook.","nonsense",3.23854207993,0,"2_031","1","passive_s",1,0,1,"A_first"
"1548",21,270.85,270.86,1,"A tree was planted in dirt.","sense",3.87842106819,1,"2_031","1","active_s",1,1,1,"A_first"
"1549",22,280.9,280.92,3,"A joke was told by the queen.","sense",5.82663202286,1,"2_031","1","passive_s",1,1,1,"A_first"
"1550",23,293.63,293.64,2,"The soup hired a cowboy.","nonsense",3.46912407875,1,"2_031","1","active_ns",1,1,1,"A_first"
"1551",24,304.11,304.13,4,"The mouse was graded by a flag.","nonsense",2.62778997421,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1552",25,314.89,314.9,1,"The bear tasted the apple.","sense",3.34595799446,1,"2_031","1","active_s",1,1,1,"A_first"
"1553",26,325.02,325.03,3,"Meat was eaten by a lion.","sense",3.04773712158,1,"2_031","1","passive_s",1,1,1,"A_first"
"1554",27,339.56,339.57,2,"The puppy scored a dress.","nonsense",2.76989483833,1,"2_031","1","active_ns",1,1,1,"A_first"
"1555",28,350.98,350.99,1,"A nurse helped a student.","sense",3.28577184677,1,"2_031","1","active_s",1,1,1,"A_first"
"1556",29,368.12,368.14,4,"A wolf was found by a fan.","nonsense",3.48479604721,1,"2_031","1","passive_ns",1,1,1,"A_first"
"1557",30,380.08,380.09,3,"The book was read by a friend.","sense",2.62355709076,1,"2_031","1","passive_s",1,1,1,"A_first"
"1558",31,395.78,395.8,2,"A chicken shopped at a movie.","nonsense",3.59135603905,1,"2_031","1","active_ns",1,1,1,"A_first"
"1559",0,0,0.03,1,"The friend borrowed a book.","sense",4.64064502716,1,"2_031","2","active_s",1,1,1,"A_first"
"1560",1,10.16,10.17,2,"The seed raised a turtle.","nonsense",3.72861909866,1,"2_031","2","active_ns",1,1,1,"A_first"
"1561",2,25.97,25.98,3,"A barn was built by the uncle.","sense",3.04550099373,1,"2_031","2","passive_s",1,1,1,"A_first"
"1562",3,40.97,40.98,3,"A snake was caught by a girl.","sense",2.61680698395,1,"2_031","2","passive_s",1,1,1,"A_first"
"1563",4,53.69,53.71,2,"The soap tasted the monkey.","nonsense",3.51913499832,1,"2_031","2","active_ns",1,1,1,"A_first"
"1564",5,64.57,64.58,3,"Money was won by a team.","sense",4.1952559948,1,"2_031","2","passive_s",1,1,1,"A_first"
"1565",6,75.24,75.25,4,"A worm was jumped by a dress.","nonsense",4.9926469326,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1566",7,86.91,86.92,1,"The mother shopped at the store.","sense",2.96863412857,1,"2_031","2","active_s",1,1,1,"A_first"
"1567",8,103.03,103.04,2,"A rope listened to the salt.","nonsense",3.79663777351,1,"2_031","2","active_ns",1,1,1,"A_first"
"1568",9,118.89,118.9,4,"Meat was watched by an ear.","nonsense",2.95368409157,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1569",10,128.92,128.94,1,"A king wished for a horse.","sense",3.04255390167,1,"2_031","2","active_s",1,1,1,"A_first"
"1570",11,141.14,141.16,3,"The door was shut by wind.","sense",3.18115901947,1,"2_031","2","passive_s",1,1,1,"A_first"
"1571",12,151.22,151.23,3,"The honey was made by a bee.","sense",3.16468119621,1,"2_031","2","passive_s",1,1,1,"A_first"
"1572",13,161.68,161.68,4,"The actor was kicked by cake.","nonsense",3.01152205467,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1573",14,172.84,172.85,2,"A pizza dropped the cousin.","nonsense",3.33273482323,1,"2_031","2","active_ns",1,1,1,"A_first"
"1574",15,183.02,183.03,3,"A hill was climbed by the bug.","nonsense",5.48307085037,0,"2_031","2","passive_s",1,0,1,"A_first"
"1575",16,195.2,195.21,4,"A father was spotted by the egg.","nonsense",4.54817390442,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1576",17,212.76,212.77,2,"The house chewed on the phone.","nonsense",3.96846604347,1,"2_031","2","active_ns",1,1,1,"A_first"
"1577",18,223.41,223.43,1,"The farmer owned a broom.","nonsense",3.08447909355,0,"2_031","2","active_s",1,0,1,"A_first"
"1578",19,237.03,237.05,4,"A queen was lost by a pen.","nonsense",2.73156094551,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1579",20,248.04,248.05,1,"The clerk asked a question.","nonsense",3.67324709892,0,"2_031","2","active_s",1,0,1,"A_first"
"1580",21,258.46,258.47,3,"Bread was picked by a boy.","sense",3.95074105263,1,"2_031","2","passive_s",1,1,1,"A_first"
"1581",22,274.9,274.91,1,"A brother opened the present.","sense",3.57607197762,1,"2_031","2","active_s",1,1,1,"A_first"
"1582",23,289.51,289.52,4,"The bird was told by the boat.","nonsense",4.14540314674,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1583",24,303.52,303.53,2,"The zebra milked the show.","nonsense",3.78032302856,1,"2_031","2","active_ns",1,1,1,"A_first"
"1584",25,319.75,319.77,1,"The cowboy cooked some pasta.","sense",4.57359099388,1,"2_031","2","active_s",1,1,1,"A_first"
"1585",26,329.89,329.9,1,"A sister hugged the dancer.","nonsense",4.92430090904,0,"2_031","2","active_s",1,0,1,"A_first"
"1586",27,343.4,343.41,4,"A box was walked by a duck.","nonsense",2.79014396667,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1587",28,353.98,354,2,"The tiger played a letter.","nonsense",2.70074081421,1,"2_031","2","active_ns",1,1,1,"A_first"
"1588",29,370.82,370.84,3,"Water was splashed by a bear.","nonsense",4.17108488083,0,"2_031","2","passive_s",1,0,1,"A_first"
"1589",30,382.44,382.46,4,"A clown was bought by the hen.","nonsense",3.13190507889,1,"2_031","2","passive_ns",1,1,1,"A_first"
"1590",31,392.48,392.49,2,"The lamp wrote to the nurse.","nonsense",2.26968598366,1,"2_031","2","active_ns",1,1,1,"A_first"
"1591",0,0,0.03,4,"A test was cooked by a bat.","nonsense",3.07157611847,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1592",1,10.89,10.91,2,"The broom grabbed the queen.","nonsense",1.96654605865,1,"2_031","3","active_ns",1,1,1,"A_first"
"1593",2,21.08,21.09,3,"The shot was given by a nurse.","sense",3.34659409523,1,"2_031","3","passive_s",1,1,1,"A_first"
"1594",3,36.88,36.9,2,"A shirt chopped at the tray.","nonsense",2.51127195358,1,"2_031","3","active_ns",1,1,1,"A_first"
"1595",4,50.82,50.84,1,"The lion roared at the meat.","sense",2.9195971489,1,"2_031","3","active_s",1,1,1,"A_first"
"1596",5,61.13,61.14,4,"The mirror was read by a car.","nonsense",8.27986216545,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1597",6,75.94,75.95,3,"The grass was moved by wind.","nonsense",3.10404086113,0,"2_031","3","passive_s",1,0,1,"A_first"
"1598",7,87.72,87.74,3,"A hand was licked by a puppy.","sense",2.80322790146,1,"2_031","3","passive_s",1,1,1,"A_first"
"1599",8,99.72,99.72,4,"A song was picked by a cat.","nonsense",2.94123220444,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1600",9,111.38,111.4,4,"The dog was raised by a spoon.","nonsense",2.46709895134,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1601",10,122.22,122.23,1,"The worker built the barn.","sense",3.19773006439,1,"2_031","3","active_s",1,1,1,"A_first"
"1602",11,134.13,134.14,2,"The table climbed on a brother.","nonsense",3.06408405304,1,"2_031","3","active_ns",1,1,1,"A_first"
"1603",12,146.54,146.54,2,"A game owned the doctor.","nonsense",2.65529990196,1,"2_031","3","active_ns",1,1,1,"A_first"
"1604",13,158.49,158.5,3,"Tea was stirred by the aunt.","nonsense",3.13902997971,0,"2_031","3","passive_s",1,0,1,"A_first"
"1605",14,169.83,169.84,1,"The chicken ate some seed.","sense",3.38916015625,1,"2_031","3","active_s",1,1,1,"A_first"
"1606",15,179.98,179.99,1,"A woman bought a pizza.","sense",2.54642105103,1,"2_031","3","active_s",1,1,1,"A_first"
"1607",16,190.27,190.28,2,"The actress chased the sugar.","nonsense",2.5769879818,1,"2_031","3","active_ns",1,1,1,"A_first"
"1608",17,200.64,200.67,3,"A worm was dropped by the bird.","sense",3.65986800194,1,"2_031","3","passive_s",1,1,1,"A_first"
"1609",18,215.75,215.76,1,"The father played the movie.","sense",4.68588685989,1,"2_031","3","active_s",1,1,1,"A_first"
"1610",19,225.84,225.84,3,"A gift was opened by a boy.","sense",3.07841610909,1,"2_031","3","passive_s",1,1,1,"A_first"
"1611",20,235.87,235.88,1,"The sheep escaped from the wolf.","nonsense",7.00456809998,0,"2_031","3","active_s",1,0,1,"A_first"
"1612",21,247.77,247.79,2,"The pillow jumped at a bear.","nonsense",1.72174596786,1,"2_031","3","active_ns",1,1,1,"A_first"
"1613",22,257.97,257.99,3,"A pig was scared by a fox.","sense",5.75995802879,1,"2_031","3","passive_s",1,1,1,"A_first"
"1614",23,268.09,268.09,3,"A wall was marked with paint.","sense",4.36177706718,1,"2_031","3","passive_s",1,1,1,"A_first"
"1615",24,280.16,280.17,1,"The cattle listened to the bell.","sense",4.88274502754,1,"2_031","3","active_s",1,1,1,"A_first"
"1616",25,296.87,296.89,4,"The phone was boiled by a rat.","nonsense",4.68265914917,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1617",26,312.85,312.86,2,"A ring prepared for a potato.","nonsense",5.98792791367,1,"2_031","3","active_ns",1,1,1,"A_first"
"1618",27,330.61,330.62,4,"Mud was dressed by air.","nonsense",2.34726381302,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1619",28,343.48,343.49,1,"The baby rolled in the crib.","sense",2.47056794167,1,"2_031","3","active_s",1,1,1,"A_first"
"1620",29,360.32,360.33,4,"Dirt was borrowed by the chalk.","nonsense",3.42586112022,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1621",30,370.6,370.62,2,"A plate stained a kitten.","nonsense",3.29648280144,1,"2_031","3","active_ns",1,1,1,"A_first"
"1622",31,381.02,381.02,4,"The hill was addressed by soap.","nonsense",3.93270897865,1,"2_031","3","passive_ns",1,1,1,"A_first"
"1623",0,0,0.03,2,"The money counted the singer.","nonsense",4.53895711899,1,"0_013_second","3","active_ns",0,0,2,"A_second"
"1624",1,10.72,10.74,3,"Clay was rolled by the artist.","sense",4.81287288666,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1625",2,21.39,21.41,4,"The mat was raced by a fox.","nonsense",4.43803882599,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1626",3,38.56,38.57,1,"The aunt walked on the boat.","sense",4.06952500343,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1627",4,54.45,54.46,4,"A ball was prepared by glass.","sense",4.96633005142,2,"0_013_second","3","passive_ns",1,0,2,"A_second"
"1628",4,54.45,54.46,4,"A ball was prepared by glass.","nonsense",5.77021002769,2,"0_013_second","3","passive_ns",0,0,2,"A_second"
"1629",4,54.45,54.46,4,"A ball was prepared by glass.","nonsense",6.16616106033,2,"0_013_second","3","passive_ns",0,0,2,"A_second"
"1630",5,64.83,64.84,1,"A driver honked at the walker.","sense",5.10988616943,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1631",6,80.32,80.33,4,"Iron was chased by the bee.","nonsense",4.70250892639,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1632",7,90.96,90.97,2,"The rabbit bought the worker.","nonsense",3.37817907333,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1633",8,106.1,106.11,2,"A candle sold the question.","sense",3.26298809052,2,"0_013_second","3","active_ns",1,0,2,"A_second"
"1634",8,106.1,106.11,2,"A candle sold the question.","nonsense",4.18704605103,2,"0_013_second","3","active_ns",0,0,2,"A_second"
"1635",8,106.1,106.11,2,"A candle sold the question.","nonsense",4.51903295517,2,"0_013_second","3","active_ns",0,0,2,"A_second"
"1636",8,106.1,106.11,2,"A candle sold the question.","nonsense",4.78103208542,2,"0_013_second","3","active_ns",0,0,2,"A_second"
"1637",8,106.1,106.11,2,"A candle sold the question.","nonsense",5.02298593521,2,"0_013_second","3","active_ns",0,0,2,"A_second"
"1638",8,106.1,106.11,2,"A candle sold the question.","nonsense",5.28908514977,2,"0_013_second","3","active_ns",0,0,2,"A_second"
"1639",9,116.71,116.72,1,"A mom addressed the letter.","nonsense",4.62794518471,2,"0_013_second","3","active_s",1,0,2,"A_second"
"1640",9,116.71,116.72,1,"A mom addressed the letter.","sense",11.0551171303,2,"0_013_second","3","active_s",0,0,2,"A_second"
"1641",10,131.58,131.59,1,"A family baked some bread.","sense",4.12465691566,2,"0_013_second","3","active_s",1,0,2,"A_second"
"1642",10,131.58,131.59,1,"A family baked some bread.","nonsense",8.69171905518,2,"0_013_second","3","active_s",0,0,2,"A_second"
"1643",11,143.41,143.43,4,"The woman was pulled by a nut.","nonsense",4.8447470665,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1644",12,154.13,154.15,4,"Sugar was moved by the sock.","nonsense",3.93488693237,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1645",13,164.48,164.48,3,"The ring was owned by a dancer.","nonsense",6.25263094902,0,"0_013_second","3","passive_s",1,0,2,"A_second"
"1646",14,182.42,182.43,1,"The child peeled the banana.","sense",4.04339790344,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1647",15,193.7,193.71,2,"The fork called to a sister.","nonsense",5.88285422325,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1648",16,206.11,206.12,4,"A card was scared by a baby.","nonsense",5.54804086685,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1649",17,223.68,223.69,3,"A fence was jumped by a horse.","sense",5.03158402443,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1650",18,234.74,234.75,3,"Pie was made by a cousin.","sense",3.69233202934,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1651",19,250.08,250.09,2,"The store cooked on the grass.","nonsense",3.7073662281,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1652",20,260.45,260.46,3,"The spoon was waved by a cook.","sense",3.39849305153,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1653",21,270.85,270.86,1,"A tree was planted in dirt.","sense",4.18457603455,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1654",22,280.9,280.92,3,"A joke was told by the queen.","sense",3.60571694374,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1655",23,293.63,293.64,2,"The soup hired a cowboy.","nonsense",3.67314887047,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1656",24,304.11,304.13,4,"The mouse was graded by a flag.","nonsense",5.43891096115,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1657",25,314.89,314.9,1,"The bear tasted the apple.","sense",2.90517497063,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1658",26,325.02,325.03,3,"Meat was eaten by a lion.","sense",3.16288518906,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1659",27,339.56,339.57,2,"The puppy scored a dress.","nonsense",4.57303714752,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1660",28,350.98,350.99,1,"A nurse helped a student.","sense",3.6959130764,1,"0_013_second","3","active_s",1,1,2,"A_second"
"1661",29,368.12,368.14,4,"A wolf was found by a fan.","nonsense",4.36600184441,1,"0_013_second","3","passive_ns",1,1,2,"A_second"
"1662",30,380.08,380.09,3,"The book was read by a friend.","sense",3.49742007256,1,"0_013_second","3","passive_s",1,1,2,"A_second"
"1663",31,395.78,395.8,2,"A chicken shopped at a movie.","nonsense",4.33649706841,1,"0_013_second","3","active_ns",1,1,2,"A_second"
"1664",0,0,0.03,1,"The child peeled the banana.","sense",3.09981489182,1,"0_026_second","1","active_s",1,1,2,"A_second"
"1665",0,0,0.03,1,"The child peeled the banana.","sense",5.25689101219,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1666",0,0,0.03,1,"The child peeled the banana.","sense",5.88739800453,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1667",0,0,0.03,1,"The child peeled the banana.","sense",6.51726388931,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1668",0,0,0.03,1,"The child peeled the banana.","sense",6.70978307724,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1669",0,0,0.03,1,"The child peeled the banana.","sense",6.98777508736,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1670",0,0,0.03,1,"The child peeled the banana.","sense",7.42094898224,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1671",0,0,0.03,1,"The child peeled the banana.","sense",7.62299394608,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1672",0,0,0.03,1,"The child peeled the banana.","sense",7.77842211723,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1673",0,0,0.03,1,"The child peeled the banana.","sense",7.96344208717,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1674",0,0,0.03,1,"The child peeled the banana.","sense",8.11044502258,1,"0_026_second","1","active_s",0,0,2,"A_second"
"1675",0,0,0.03,1,"The child peeled the banana.","sense",8.29429793358,1,"0_026_second","1","active_s",0,0,2,"A_second"
